CONCAT,State Name,Year,index_nsa
Hawaii_1999,Hawaii_,ii_1999,907.3
Hawaii_2000,Hawaii_,ii_2000,934.56
Hawaii_2001,Hawaii_,ii_2001,1011.2
Hawaii_2002,Hawaii_,ii_2002,1089.1
Hawaii_2003,Hawaii_,ii_2003,1209.63
Hawaii_2004,Hawaii_,ii_2004,1485.49
Hawaii_2005,Hawaii_,ii_2005,1849.66
Hawaii_2006,Hawaii_,ii_2006,2115.34
Hawaii_2007,Hawaii_,ii_2007,2158.04
Hawaii_2008,Hawaii_,ii_2008,2053.88
Hawaii_2009,Hawaii_,ii_2009,1877
Hawaii_2010,Hawaii_,ii_2010,1804.64
Hawaii_2011,Hawaii_,ii_2011,1777.98
Hawaii_2012,Hawaii_,ii_2012,1802.45
Hawaii_2013,Hawaii_,ii_2013,1899.38
Hawaii_2014,Hawaii_,ii_2014,2024.83
Hawaii_2015,Hawaii_,ii_2015,2154.14
Hawaii_2016,Hawaii_,ii_2016,2288.2
Hawaii_2017,Hawaii_,ii_2017,2377.39
Hawaii_2018,Hawaii_,ii_2018,2468.24
Hawaii_2019,Hawaii_,ii_2019,2544.97
Hawaii_2020,Hawaii_,ii_2020,2597.44
Hawaii_2021,Hawaii_,ii_2021,2855.67
Hawaii_2022,Hawaii_,ii_2022,1651.27
Iowa_1975,Iowa_,_1975,251.51
Iowa_1976,Iowa_,_1976,283.07
Iowa_1977,Iowa_,_1977,317.38
Iowa_1978,Iowa_,_1978,361.35
Iowa_1979,Iowa_,_1979,398.92
Iowa_1980,Iowa_,_1980,399.5
Iowa_1981,Iowa_,_1981,378.4
Iowa_1982,Iowa_,_1982,372.75
Iowa_1983,Iowa_,_1983,393.58
Iowa_1984,Iowa_,_1984,398.83
Iowa_1985,Iowa_,_1985,407.56
Iowa_1986,Iowa_,_1986,414.58
Iowa_1987,Iowa_,_1987,417.83
Iowa_1988,Iowa_,_1988,426.15
Iowa_1989,Iowa_,_1989,447.33
Iowa_1990,Iowa_,_1990,470.3
Iowa_1991,Iowa_,_1991,492.2
Iowa_1992,Iowa_,_1992,513.48
Iowa_1993,Iowa_,_1993,539.69
Iowa_1994,Iowa_,_1994,578.36
Iowa_1995,Iowa_,_1995,609.75
Iowa_1996,Iowa_,_1996,637.97
Iowa_1997,Iowa_,_1997,663.28
Iowa_1998,Iowa_,_1998,695.49
Iowa_1999,Iowa_,_1999,725.65
Iowa_2000,Iowa_,_2000,755.56
Iowa_2001,Iowa_,_2001,794.97
Iowa_2002,Iowa_,_2002,824.04
Iowa_2003,Iowa_,_2003,854.15
Iowa_2004,Iowa_,_2004,893.16
Iowa_2005,Iowa_,_2005,937.16
Iowa_2006,Iowa_,_2006,961.84
Iowa_2007,Iowa_,_2007,982.96
Iowa_2008,Iowa_,_2008,987.66
Iowa_2009,Iowa_,_2009,987.2
Iowa_2010,Iowa_,_2010,980.4
Iowa_2011,Iowa_,_2011,977.77
Iowa_2012,Iowa_,_2012,988.69
Iowa_2013,Iowa_,_2013,1004.41
Iowa_2014,Iowa_,_2014,1024.56
Iowa_2015,Iowa_,_2015,1057.73
Iowa_2016,Iowa_,_2016,1094.3
Iowa_2017,Iowa_,_2017,1135.85
Iowa_2018,Iowa_,_2018,1175.85
Iowa_2019,Iowa_,_2019,1213.97
Iowa_2020,Iowa_,_2020,1253.51
Iowa_2021,Iowa_,_2021,1371.18
Iowa_2022,Iowa_,_2022,758.26
Idaho_1975,Idaho_,o_1975,253.78
Idaho_1976,Idaho_,o_1976,252.47
Idaho_1977,Idaho_,o_1977,305.84
Idaho_1978,Idaho_,o_1978,360.46
Idaho_1979,Idaho_,o_1979,395.33
Idaho_1980,Idaho_,o_1980,410.74
Idaho_1981,Idaho_,o_1981,433.01
Idaho_1982,Idaho_,o_1982,419.06
Idaho_1983,Idaho_,o_1983,432.81
Idaho_1984,Idaho_,o_1984,443.45
Idaho_1985,Idaho_,o_1985,450.19
Idaho_1986,Idaho_,o_1986,457.84
Idaho_1987,Idaho_,o_1987,451.53
Idaho_1988,Idaho_,o_1988,451.1
Idaho_1989,Idaho_,o_1989,467.48
Idaho_1990,Idaho_,o_1990,500.63
Idaho_1991,Idaho_,o_1991,531.73
Idaho_1992,Idaho_,o_1992,567.74
Idaho_1993,Idaho_,o_1993,617.85
Idaho_1994,Idaho_,o_1994,666.23
Idaho_1995,Idaho_,o_1995,703.42
Idaho_1996,Idaho_,o_1996,726.84
Idaho_1997,Idaho_,o_1997,747.2
Idaho_1998,Idaho_,o_1998,774.27
Idaho_1999,Idaho_,o_1999,787.56
Idaho_2000,Idaho_,o_2000,800.96
Idaho_2001,Idaho_,o_2001,843.07
Idaho_2002,Idaho_,o_2002,868.62
Idaho_2003,Idaho_,o_2003,903.47
Idaho_2004,Idaho_,o_2004,970.1
Idaho_2005,Idaho_,o_2005,1116.83
Idaho_2006,Idaho_,o_2006,1303.91
Idaho_2007,Idaho_,o_2007,1381.19
Idaho_2008,Idaho_,o_2008,1346.15
Idaho_2009,Idaho_,o_2009,1256.77
Idaho_2010,Idaho_,o_2010,1140
Idaho_2011,Idaho_,o_2011,1037.67
Idaho_2012,Idaho_,o_2012,1049.44
Idaho_2013,Idaho_,o_2013,1105.15
Idaho_2014,Idaho_,o_2014,1169.53
Idaho_2015,Idaho_,o_2015,1243.11
Idaho_2016,Idaho_,o_2016,1334.36
Idaho_2017,Idaho_,o_2017,1455.99
Idaho_2018,Idaho_,o_2018,1634.48
Idaho_2019,Idaho_,o_2019,1808.84
Idaho_2020,Idaho_,o_2020,2006.39
Idaho_2021,Idaho_,o_2021,2542.36
Idaho_2022,Idaho_,o_2022,1490.51
Illinois_1975,Illinois_,nois_1975,259.55
Illinois_1976,Illinois_,nois_1976,284.56
Illinois_1977,Illinois_,nois_1977,335.89
Illinois_1978,Illinois_,nois_1978,390.34
Illinois_1979,Illinois_,nois_1979,400.55
Illinois_1980,Illinois_,nois_1980,398.91
Illinois_1981,Illinois_,nois_1981,416.03
Illinois_1982,Illinois_,nois_1982,379.36
Illinois_1983,Illinois_,nois_1983,417.33
Illinois_1984,Illinois_,nois_1984,440.94
Illinois_1985,Illinois_,nois_1985,461.81
Illinois_1986,Illinois_,nois_1986,495.21
Illinois_1987,Illinois_,nois_1987,544.23
Illinois_1988,Illinois_,nois_1988,594.73
Illinois_1989,Illinois_,nois_1989,639.92
Illinois_1990,Illinois_,nois_1990,673.16
Illinois_1991,Illinois_,nois_1991,698.82
Illinois_1992,Illinois_,nois_1992,724.87
Illinois_1993,Illinois_,nois_1993,749.94
Illinois_1994,Illinois_,nois_1994,782.91
Illinois_1995,Illinois_,nois_1995,813.32
Illinois_1996,Illinois_,nois_1996,841.53
Illinois_1997,Illinois_,nois_1997,866.88
Illinois_1998,Illinois_,nois_1998,895.04
Illinois_1999,Illinois_,nois_1999,930.65
Illinois_2000,Illinois_,nois_2000,989.18
Illinois_2001,Illinois_,nois_2001,1048.59
Illinois_2002,Illinois_,nois_2002,1113.35
Illinois_2003,Illinois_,nois_2003,1172.88
Illinois_2004,Illinois_,nois_2004,1270.82
Illinois_2005,Illinois_,nois_2005,1383.39
Illinois_2006,Illinois_,nois_2006,1461.48
Illinois_2007,Illinois_,nois_2007,1482.54
Illinois_2008,Illinois_,nois_2008,1424.77
Illinois_2009,Illinois_,nois_2009,1329.72
Illinois_2010,Illinois_,nois_2010,1261.21
Illinois_2011,Illinois_,nois_2011,1200.19
Illinois_2012,Illinois_,nois_2012,1178.28
Illinois_2013,Illinois_,nois_2013,1181.66
Illinois_2014,Illinois_,nois_2014,1217.47
Illinois_2015,Illinois_,nois_2015,1260.48
Illinois_2016,Illinois_,nois_2016,1298.46
Illinois_2017,Illinois_,nois_2017,1330.8
Illinois_2018,Illinois_,nois_2018,1359.86
Illinois_2019,Illinois_,nois_2019,1398.26
Illinois_2020,Illinois_,nois_2020,1439.13
Illinois_2021,Illinois_,nois_2021,1565.97
Illinois_2022,Illinois_,nois_2022,867.15
Indiana_1975,Indiana_,ana_1975,252.76
Indiana_1976,Indiana_,ana_1976,262.76
Indiana_1977,Indiana_,ana_1977,294.79
Indiana_1978,Indiana_,ana_1978,343.64
Indiana_1979,Indiana_,ana_1979,385.76
Indiana_1980,Indiana_,ana_1980,403.39
Indiana_1981,Indiana_,ana_1981,419.26
Indiana_1982,Indiana_,ana_1982,408.19
Indiana_1983,Indiana_,ana_1983,423.72
Indiana_1984,Indiana_,ana_1984,429.36
Indiana_1985,Indiana_,ana_1985,447.37
Indiana_1986,Indiana_,ana_1986,471.53
Indiana_1987,Indiana_,ana_1987,496.49
Indiana_1988,Indiana_,ana_1988,520.97
Indiana_1989,Indiana_,ana_1989,543.11
Indiana_1990,Indiana_,ana_1990,561.82
Indiana_1991,Indiana_,ana_1991,583.88
Indiana_1992,Indiana_,ana_1992,608.27
Indiana_1993,Indiana_,ana_1993,630.81
Indiana_1994,Indiana_,ana_1994,658.84
Indiana_1995,Indiana_,ana_1995,690.78
Indiana_1996,Indiana_,ana_1996,724.59
Indiana_1997,Indiana_,ana_1997,754.89
Indiana_1998,Indiana_,ana_1998,787.98
Indiana_1999,Indiana_,ana_1999,813.27
Indiana_2000,Indiana_,ana_2000,838.81
Indiana_2001,Indiana_,ana_2001,880.36
Indiana_2002,Indiana_,ana_2002,905.65
Indiana_2003,Indiana_,ana_2003,930.36
Indiana_2004,Indiana_,ana_2004,956.4
Indiana_2005,Indiana_,ana_2005,991.18
Indiana_2006,Indiana_,ana_2006,1006.49
Indiana_2007,Indiana_,ana_2007,1020.6
Indiana_2008,Indiana_,ana_2008,1014.42
Indiana_2009,Indiana_,ana_2009,998.08
Indiana_2010,Indiana_,ana_2010,978.16
Indiana_2011,Indiana_,ana_2011,962.29
Indiana_2012,Indiana_,ana_2012,964.54
Indiana_2013,Indiana_,ana_2013,973.2
Indiana_2014,Indiana_,ana_2014,992.61
Indiana_2015,Indiana_,ana_2015,1029.78
Indiana_2016,Indiana_,ana_2016,1064.9
Indiana_2017,Indiana_,ana_2017,1111.92
Indiana_2018,Indiana_,ana_2018,1181.89
Indiana_2019,Indiana_,ana_2019,1248.56
Indiana_2020,Indiana_,ana_2020,1320.77
Indiana_2021,Indiana_,ana_2021,1500.39
Indiana_2022,Indiana_,ana_2022,847.84
Kansas_1975,Kansas_,as_1975,251.96
Kansas_1976,Kansas_,as_1976,272.84
Kansas_1977,Kansas_,as_1977,305.31
Kansas_1978,Kansas_,as_1978,345.78
Kansas_1979,Kansas_,as_1979,381.47
Kansas_1980,Kansas_,as_1980,407.51
Kansas_1981,Kansas_,as_1981,409.36
Kansas_1982,Kansas_,as_1982,417.39
Kansas_1983,Kansas_,as_1983,428.3
Kansas_1984,Kansas_,as_1984,430.14
Kansas_1985,Kansas_,as_1985,437.25
Kansas_1986,Kansas_,as_1986,454.1
Kansas_1987,Kansas_,as_1987,465.64
Kansas_1988,Kansas_,as_1988,469.41
Kansas_1989,Kansas_,as_1989,475.61
Kansas_1990,Kansas_,as_1990,476.58
Kansas_1991,Kansas_,as_1991,481.56
Kansas_1992,Kansas_,as_1992,494.98
Kansas_1993,Kansas_,as_1993,510.21
Kansas_1994,Kansas_,as_1994,543.15
Kansas_1995,Kansas_,as_1995,572.42
Kansas_1996,Kansas_,as_1996,599.18
Kansas_1997,Kansas_,as_1997,623.78
Kansas_1998,Kansas_,as_1998,654.88
Kansas_1999,Kansas_,as_1999,689.31
Kansas_2000,Kansas_,as_2000,724.69
Kansas_2001,Kansas_,as_2001,763.85
Kansas_2002,Kansas_,as_2002,796.97
Kansas_2003,Kansas_,as_2003,824.36
Kansas_2004,Kansas_,as_2004,860.13
Kansas_2005,Kansas_,as_2005,899.1
Kansas_2006,Kansas_,as_2006,927.43
Kansas_2007,Kansas_,as_2007,952.05
Kansas_2008,Kansas_,as_2008,950.48
Kansas_2009,Kansas_,as_2009,946.75
Kansas_2010,Kansas_,as_2010,936.89
Kansas_2011,Kansas_,as_2011,922.78
Kansas_2012,Kansas_,as_2012,924.88
Kansas_2013,Kansas_,as_2013,933.2
Kansas_2014,Kansas_,as_2014,955.19
Kansas_2015,Kansas_,as_2015,988
Kansas_2016,Kansas_,as_2016,1030.08
Kansas_2017,Kansas_,as_2017,1074.13
Kansas_2018,Kansas_,as_2018,1125.55
Kansas_2019,Kansas_,as_2019,1173.02
Kansas_2020,Kansas_,as_2020,1234.99
Kansas_2021,Kansas_,as_2021,1384.85
Kansas_2022,Kansas_,as_2022,776.75
Kentucky_1975,Kentucky_,ucky_1975,264.96
Kentucky_1976,Kentucky_,ucky_1976,276.4
Kentucky_1977,Kentucky_,ucky_1977,298.25
Kentucky_1978,Kentucky_,ucky_1978,345.69
Kentucky_1979,Kentucky_,ucky_1979,389.42
Kentucky_1980,Kentucky_,ucky_1980,406.7
Kentucky_1981,Kentucky_,ucky_1981,419.91
Kentucky_1982,Kentucky_,ucky_1982,424.52
Kentucky_1983,Kentucky_,ucky_1983,437.17
Kentucky_1984,Kentucky_,ucky_1984,448.58
Kentucky_1985,Kentucky_,ucky_1985,461.04
Kentucky_1986,Kentucky_,ucky_1986,483.61
Kentucky_1987,Kentucky_,ucky_1987,509.85
Kentucky_1988,Kentucky_,ucky_1988,535.81
Kentucky_1989,Kentucky_,ucky_1989,560.94
Kentucky_1990,Kentucky_,ucky_1990,577.22
Kentucky_1991,Kentucky_,ucky_1991,596.26
Kentucky_1992,Kentucky_,ucky_1992,618.01
Kentucky_1993,Kentucky_,ucky_1993,640.52
Kentucky_1994,Kentucky_,ucky_1994,679.06
Kentucky_1995,Kentucky_,ucky_1995,714.93
Kentucky_1996,Kentucky_,ucky_1996,747.45
Kentucky_1997,Kentucky_,ucky_1997,780.33
Kentucky_1998,Kentucky_,ucky_1998,814.93
Kentucky_1999,Kentucky_,ucky_1999,850.18
Kentucky_2000,Kentucky_,ucky_2000,886.95
Kentucky_2001,Kentucky_,ucky_2001,930.54
Kentucky_2002,Kentucky_,ucky_2002,961.65
Kentucky_2003,Kentucky_,ucky_2003,996.85
Kentucky_2004,Kentucky_,ucky_2004,1043.9
Kentucky_2005,Kentucky_,ucky_2005,1096.28
Kentucky_2006,Kentucky_,ucky_2006,1131.9
Kentucky_2007,Kentucky_,ucky_2007,1158.77
Kentucky_2008,Kentucky_,ucky_2008,1165.74
Kentucky_2009,Kentucky_,ucky_2009,1156.68
Kentucky_2010,Kentucky_,ucky_2010,1143.26
Kentucky_2011,Kentucky_,ucky_2011,1129.46
Kentucky_2012,Kentucky_,ucky_2012,1135.65
Kentucky_2013,Kentucky_,ucky_2013,1142.1
Kentucky_2014,Kentucky_,ucky_2014,1156.99
Kentucky_2015,Kentucky_,ucky_2015,1198.13
Kentucky_2016,Kentucky_,ucky_2016,1243.48
Kentucky_2017,Kentucky_,ucky_2017,1301.47
Kentucky_2018,Kentucky_,ucky_2018,1356.88
Kentucky_2019,Kentucky_,ucky_2019,1415.52
Kentucky_2020,Kentucky_,ucky_2020,1487.3
Kentucky_2021,Kentucky_,ucky_2021,1663.75
Kentucky_2022,Kentucky_,ucky_2022,932.95
Louisiana_1975,Louisiana_,siana_1975,215.12
Louisiana_1976,Louisiana_,siana_1976,237.42
Louisiana_1977,Louisiana_,siana_1977,259.26
Louisiana_1978,Louisiana_,siana_1978,306.22
Louisiana_1979,Louisiana_,siana_1979,373.17
Louisiana_1980,Louisiana_,siana_1980,403.04
Louisiana_1981,Louisiana_,siana_1981,439.21
Louisiana_1982,Louisiana_,siana_1982,454.96
Louisiana_1983,Louisiana_,siana_1983,465.24
Louisiana_1984,Louisiana_,siana_1984,464.36
Louisiana_1985,Louisiana_,siana_1985,448.78
Louisiana_1986,Louisiana_,siana_1986,450.57
Louisiana_1987,Louisiana_,siana_1987,430.78
Louisiana_1988,Louisiana_,siana_1988,405.28
Louisiana_1989,Louisiana_,siana_1989,405.71
Louisiana_1990,Louisiana_,siana_1990,410.84
Louisiana_1991,Louisiana_,siana_1991,422.76
Louisiana_1992,Louisiana_,siana_1992,444.62
Louisiana_1993,Louisiana_,siana_1993,466.97
Louisiana_1994,Louisiana_,siana_1994,496.89
Louisiana_1995,Louisiana_,siana_1995,520.77
Louisiana_1996,Louisiana_,siana_1996,547.82
Louisiana_1997,Louisiana_,siana_1997,571.9
Louisiana_1998,Louisiana_,siana_1998,602.16
Louisiana_1999,Louisiana_,siana_1999,625.79
Louisiana_2000,Louisiana_,siana_2000,647.51
Louisiana_2001,Louisiana_,siana_2001,683.04
Louisiana_2002,Louisiana_,siana_2002,709.64
Louisiana_2003,Louisiana_,siana_2003,745.11
Louisiana_2004,Louisiana_,siana_2004,786.35
Louisiana_2005,Louisiana_,siana_2005,840.54
Louisiana_2006,Louisiana_,siana_2006,931.66
Louisiana_2007,Louisiana_,siana_2007,979.57
Louisiana_2008,Louisiana_,siana_2008,983.22
Louisiana_2009,Louisiana_,siana_2009,980.09
Louisiana_2010,Louisiana_,siana_2010,965.57
Louisiana_2011,Louisiana_,siana_2011,954.8
Louisiana_2012,Louisiana_,siana_2012,967.2
Louisiana_2013,Louisiana_,siana_2013,980.47
Louisiana_2014,Louisiana_,siana_2014,1003.24
Louisiana_2015,Louisiana_,siana_2015,1041.11
Louisiana_2016,Louisiana_,siana_2016,1077.5
Louisiana_2017,Louisiana_,siana_2017,1103.37
Louisiana_2018,Louisiana_,siana_2018,1123.03
Louisiana_2019,Louisiana_,siana_2019,1154.6
Louisiana_2020,Louisiana_,siana_2020,1196.75
Louisiana_2021,Louisiana_,siana_2021,1284.19
Louisiana_2022,Louisiana_,siana_2022,701.36
Massachusetts_1975,Massachusetts_,achusetts_1975,271.37
Massachusetts_1976,Massachusetts_,achusetts_1976,275.36
Massachusetts_1977,Massachusetts_,achusetts_1977,289.8
Massachusetts_1978,Massachusetts_,achusetts_1978,329.68
Massachusetts_1979,Massachusetts_,achusetts_1979,379.98
Massachusetts_1980,Massachusetts_,achusetts_1980,420.99
Massachusetts_1981,Massachusetts_,achusetts_1981,474.17
Massachusetts_1982,Massachusetts_,achusetts_1982,502.4
Massachusetts_1983,Massachusetts_,achusetts_1983,556.98
Massachusetts_1984,Massachusetts_,achusetts_1984,675.81
Massachusetts_1985,Massachusetts_,achusetts_1985,844.36
Massachusetts_1986,Massachusetts_,achusetts_1986,1038.46
Massachusetts_1987,Massachusetts_,achusetts_1987,1192.92
Massachusetts_1988,Massachusetts_,achusetts_1988,1254.55
Massachusetts_1989,Massachusetts_,achusetts_1989,1257.55
Massachusetts_1990,Massachusetts_,achusetts_1990,1206.59
Massachusetts_1991,Massachusetts_,achusetts_1991,1141.21
Massachusetts_1992,Massachusetts_,achusetts_1992,1129.53
Massachusetts_1993,Massachusetts_,achusetts_1993,1132.45
Massachusetts_1994,Massachusetts_,achusetts_1994,1130.57
Massachusetts_1995,Massachusetts_,achusetts_1995,1153.75
Massachusetts_1996,Massachusetts_,achusetts_1996,1195.52
Massachusetts_1997,Massachusetts_,achusetts_1997,1248.21
Massachusetts_1998,Massachusetts_,achusetts_1998,1335.21
Massachusetts_1999,Massachusetts_,achusetts_1999,1474.37
Massachusetts_2000,Massachusetts_,achusetts_2000,1687.35
Massachusetts_2001,Massachusetts_,achusetts_2001,1891.41
Massachusetts_2002,Massachusetts_,achusetts_2002,2121.64
Massachusetts_2003,Massachusetts_,achusetts_2003,2325.07
Massachusetts_2004,Massachusetts_,achusetts_2004,2586.95
Massachusetts_2005,Massachusetts_,achusetts_2005,2829.5
Massachusetts_2006,Massachusetts_,achusetts_2006,2850.88
Massachusetts_2007,Massachusetts_,achusetts_2007,2758.34
Massachusetts_2008,Massachusetts_,achusetts_2008,2611.26
Massachusetts_2009,Massachusetts_,achusetts_2009,2493.07
Massachusetts_2010,Massachusetts_,achusetts_2010,2445.87
Massachusetts_2011,Massachusetts_,achusetts_2011,2401.4
Massachusetts_2012,Massachusetts_,achusetts_2012,2393.69
Massachusetts_2013,Massachusetts_,achusetts_2013,2448.5
Massachusetts_2014,Massachusetts_,achusetts_2014,2553.14
Massachusetts_2015,Massachusetts_,achusetts_2015,2666.44
Massachusetts_2016,Massachusetts_,achusetts_2016,2796.88
Massachusetts_2017,Massachusetts_,achusetts_2017,2948.58
Massachusetts_2018,Massachusetts_,achusetts_2018,3103.59
Massachusetts_2019,Massachusetts_,achusetts_2019,3238.85
Massachusetts_2020,Massachusetts_,achusetts_2020,3399.05
Massachusetts_2021,Massachusetts_,achusetts_2021,3828.59
Massachusetts_2022,Massachusetts_,achusetts_2022,2142.75
Maryland_1975,Maryland_,land_1975,256.46
Maryland_1976,Maryland_,land_1976,279.74
Maryland_1977,Maryland_,land_1977,299.71
Maryland_1978,Maryland_,land_1978,339.52
Maryland_1979,Maryland_,land_1979,381.13
Maryland_1980,Maryland_,land_1980,415.8
Maryland_1981,Maryland_,land_1981,449.56
Maryland_1982,Maryland_,land_1982,433.11
Maryland_1983,Maryland_,land_1983,464.22
Maryland_1984,Maryland_,land_1984,490.89
Maryland_1985,Maryland_,land_1985,517.71
Maryland_1986,Maryland_,land_1986,557.68
Maryland_1987,Maryland_,land_1987,625.45
Maryland_1988,Maryland_,land_1988,705.67
Maryland_1989,Maryland_,land_1989,778.52
Maryland_1990,Maryland_,land_1990,812.36
Maryland_1991,Maryland_,land_1991,826.31
Maryland_1992,Maryland_,land_1992,842.94
Maryland_1993,Maryland_,land_1993,849.56
Maryland_1994,Maryland_,land_1994,843.78
Maryland_1995,Maryland_,land_1995,847.38
Maryland_1996,Maryland_,land_1996,861.89
Maryland_1997,Maryland_,land_1997,869.8
Maryland_1998,Maryland_,land_1998,895.12
Maryland_1999,Maryland_,land_1999,923.37
Maryland_2000,Maryland_,land_2000,974.3
Maryland_2001,Maryland_,land_2001,1053.18
Maryland_2002,Maryland_,land_2002,1163.28
Maryland_2003,Maryland_,land_2003,1288.24
Maryland_2004,Maryland_,land_2004,1521.75
Maryland_2005,Maryland_,land_2005,1849.24
Maryland_2006,Maryland_,land_2006,2086.22
Maryland_2007,Maryland_,land_2007,2122.69
Maryland_2008,Maryland_,land_2008,1966.31
Maryland_2009,Maryland_,land_2009,1783.36
Maryland_2010,Maryland_,land_2010,1697.97
Maryland_2011,Maryland_,land_2011,1629.76
Maryland_2012,Maryland_,land_2012,1616.49
Maryland_2013,Maryland_,land_2013,1642.99
Maryland_2014,Maryland_,land_2014,1685.91
Maryland_2015,Maryland_,land_2015,1729.01
Maryland_2016,Maryland_,land_2016,1777.51
Maryland_2017,Maryland_,land_2017,1824.04
Maryland_2018,Maryland_,land_2018,1870.61
Maryland_2019,Maryland_,land_2019,1924.96
Maryland_2020,Maryland_,land_2020,2004.76
Maryland_2021,Maryland_,land_2021,2226.47
Maryland_2022,Maryland_,land_2022,1229.88
Maine_1975,Maine_,e_1975,288.78
Maine_1976,Maine_,e_1976,279.99
Maine_1977,Maine_,e_1977,323.53
Maine_1978,Maine_,e_1978,358.83
Maine_1979,Maine_,e_1979,410.76
Maine_1980,Maine_,e_1980,419.67
Maine_1981,Maine_,e_1981,459.24
Maine_1982,Maine_,e_1982,442.4
Maine_1983,Maine_,e_1983,490.32
Maine_1984,Maine_,e_1984,553.72
Maine_1985,Maine_,e_1985,616.95
Maine_1986,Maine_,e_1986,709.74
Maine_1987,Maine_,e_1987,836.15
Maine_1988,Maine_,e_1988,931.32
Maine_1989,Maine_,e_1989,971.49
Maine_1990,Maine_,e_1990,953.91
Maine_1991,Maine_,e_1991,926.36
Maine_1992,Maine_,e_1992,924.15
Maine_1993,Maine_,e_1993,920.46
Maine_1994,Maine_,e_1994,901.54
Maine_1995,Maine_,e_1995,909.03
Maine_1996,Maine_,e_1996,936.62
Maine_1997,Maine_,e_1997,955.35
Maine_1998,Maine_,e_1998,1003.77
Maine_1999,Maine_,e_1999,1063.71
Maine_2000,Maine_,e_2000,1152.82
Maine_2001,Maine_,e_2001,1265.94
Maine_2002,Maine_,e_2002,1391.62
Maine_2003,Maine_,e_2003,1519.69
Maine_2004,Maine_,e_2004,1709.91
Maine_2005,Maine_,e_2005,1904.07
Maine_2006,Maine_,e_2006,1985.43
Maine_2007,Maine_,e_2007,2014.68
Maine_2008,Maine_,e_2008,1981.13
Maine_2009,Maine_,e_2009,1898.16
Maine_2010,Maine_,e_2010,1832.76
Maine_2011,Maine_,e_2011,1798.45
Maine_2012,Maine_,e_2012,1775.56
Maine_2013,Maine_,e_2013,1785.62
Maine_2014,Maine_,e_2014,1808.39
Maine_2015,Maine_,e_2015,1863.33
Maine_2016,Maine_,e_2016,1934.12
Maine_2017,Maine_,e_2017,2024.65
Maine_2018,Maine_,e_2018,2132.92
Maine_2019,Maine_,e_2019,2243.72
Maine_2020,Maine_,e_2020,2390.25
Maine_2021,Maine_,e_2021,2803.98
Maine_2022,Maine_,e_2022,1612
Michigan_1975,Michigan_,igan_1975,248.3
Michigan_1976,Michigan_,igan_1976,256.81
Michigan_1977,Michigan_,igan_1977,279.42
Michigan_1978,Michigan_,igan_1978,324.92
Michigan_1979,Michigan_,igan_1979,386.02
Michigan_1980,Michigan_,igan_1980,406.59
Michigan_1981,Michigan_,igan_1981,418.37
Michigan_1982,Michigan_,igan_1982,386.53
Michigan_1983,Michigan_,igan_1983,386.17
Michigan_1984,Michigan_,igan_1984,389.46
Michigan_1985,Michigan_,igan_1985,406.97
Michigan_1986,Michigan_,igan_1986,440.85
Michigan_1987,Michigan_,igan_1987,489.15
Michigan_1988,Michigan_,igan_1988,526.84
Michigan_1989,Michigan_,igan_1989,561.78
Michigan_1990,Michigan_,igan_1990,590.57
Michigan_1991,Michigan_,igan_1991,613.33
Michigan_1992,Michigan_,igan_1992,635.14
Michigan_1993,Michigan_,igan_1993,652.66
Michigan_1994,Michigan_,igan_1994,685.59
Michigan_1995,Michigan_,igan_1995,734.27
Michigan_1996,Michigan_,igan_1996,792.06
Michigan_1997,Michigan_,igan_1997,852.17
Michigan_1998,Michigan_,igan_1998,905.2
Michigan_1999,Michigan_,igan_1999,965.89
Michigan_2000,Michigan_,igan_2000,1035.75
Michigan_2001,Michigan_,igan_2001,1096.26
Michigan_2002,Michigan_,igan_2002,1144.05
Michigan_2003,Michigan_,igan_2003,1183
Michigan_2004,Michigan_,igan_2004,1229.5
Michigan_2005,Michigan_,igan_2005,1270.25
Michigan_2006,Michigan_,igan_2006,1251.06
Michigan_2007,Michigan_,igan_2007,1198.26
Michigan_2008,Michigan_,igan_2008,1105.21
Michigan_2009,Michigan_,igan_2009,1024.87
Michigan_2010,Michigan_,igan_2010,954.77
Michigan_2011,Michigan_,igan_2011,917.95
Michigan_2012,Michigan_,igan_2012,919.53
Michigan_2013,Michigan_,igan_2013,975.43
Michigan_2014,Michigan_,igan_2014,1043.61
Michigan_2015,Michigan_,igan_2015,1102.41
Michigan_2016,Michigan_,igan_2016,1162.2
Michigan_2017,Michigan_,igan_2017,1239.35
Michigan_2018,Michigan_,igan_2018,1316.08
Michigan_2019,Michigan_,igan_2019,1385.66
Michigan_2020,Michigan_,igan_2020,1456.16
Michigan_2021,Michigan_,igan_2021,1645.36
Michigan_2022,Michigan_,igan_2022,921.14
Minnesota_1975,Minnesota_,esota_1975,229.78
Minnesota_1976,Minnesota_,esota_1976,252.97
Minnesota_1977,Minnesota_,esota_1977,283.76
Minnesota_1978,Minnesota_,esota_1978,332.27
Minnesota_1979,Minnesota_,esota_1979,382.92
Minnesota_1980,Minnesota_,esota_1980,414.38
Minnesota_1981,Minnesota_,esota_1981,411.91
Minnesota_1982,Minnesota_,esota_1982,386.34
Minnesota_1983,Minnesota_,esota_1983,442.52
Minnesota_1984,Minnesota_,esota_1984,458.61
Minnesota_1985,Minnesota_,esota_1985,470.6
Minnesota_1986,Minnesota_,esota_1986,489.93
